puzzle,ans
即兴之言获称赞,誉
不丁不卯,罪
且散愁心消消火,租
心上犯怵,术
对镜相映画蛾眉,眯
说三道四尽噪音,皂
折扣之后两手空,听
解除之后用此方,嘴
次子相随送出头,远
树雄心改旧貌,但
心上想着第二名,恶
前人孔夫子,乒
一人配备一手电,掩
田间竞赛,毕
等到三回才见面,而
减肥之后人显高,胭
虫害之中没水难活,蚌
摄影赛,揩
有十分大将风度,奖
南宋北宋共一统,寨
真心依旧,旺
一见先生面模样确英俊,帅
退休之后儿顶替,仔
吾立道旁听雨声,语
小心倒下碰着头,买
出色的须先采纳,彩
穿衣裳,尚
这边多一半那边补一半要想猜着它莫在里面转,外
汉高祖还乡容已改,绑
园中改革一无成,西
各自得钱却叫穷,贫
说话特别牛,诗
一曲低音送出关,遭
气一消张口就吃,乞
大计划小变动,读
孩子不要多嘴,咳
为父期盼终是严,爸
不冷不热一声问,温
昨日离去心牵挂,怎
男女同行,可
携手共言誓,斤
平易近人好相处,伴
谁知无人发一言,主
戒烟之后心自安,熄
又生一计众称异,译
用心把守大散关,羊
猜得出色必封侯,猴
京中迎来南北客,宫
同心走共聚首,典
日出应在寅时后,昂
大小调整就明了,灯
致富在于巧用才,拨
纵有真心也白搭,皇
没有酒水不留客,一
与人作对存心傻,禺
古稀之年献爱心,军
辞别前后风乍起,刮
未得君亲成庶人,群
明月西移雁阵横,胆
眨眼不见,乏
珍珠玛瑙全有,王
看起来上青下紫实际上朴实无华,素
小字加一撇不作少字猜,赤
一到两点便起飞,乙
早上不用浇水,晓
掐头去尾拿中间,抬
雪一直在下一直在下,雷
两个幼童去爬山没有力气上山巅只好躲在山谷里直到天黑还不回,幽
十分必要留个影,笔
三礼拜,昔
请出八字便是妻,窒
一撇歪了一横直了,孕
猴年旧貌换新颜,申
日月一齐来莫作明字猜倘若猜明字不是真秀才,胆
人民币一大摞,美
买得来就得卖,十
着手改变旧貌,担
双方大变样,哈
安排貂蝉诱吕布,宫
转眼秋色近黄昏,锣
初看半陶醉细看已大醉,醄
草有根树有心,支
猴年有雄心,伸
日出浇花沒水了,晓
获胜之后个个归,笙
提高声音,升
四方共合力,男
倚天长剑劈昆仑,崭
与人合作,乍
心若在爱就在,受
双方相处不分离,昝
子在盘中巧变化,艋
如今红颜不复存,吟
一笔抹杀,禾
戎装半旧,戒
顶尖高手实不多,少
大哥不可搞特殊,奇
不要多插手,抄
组织三人踢足球,似
抽刀断流,渐
同心改革抓重点,尚
人参一两,丙
有点范围大,厂
四方齐合力佳音传更多,加
离别之后有变化,加
宣传绿化,请
白头老夫戏金莲,跌
除草得第二,艺
满口金木水火土,衙
你在西我在东像要起战争,伐
倒数第一演后溜,油
六十一载隐居中,辟
重点普及,晋
老头又来见皇上,圣
小心翼翼,水
是土就能防水,堤
清明节前后择日来踏青,晴
先礼而后兵,斌
有人承担放宽心,摸
挖去方砖补水泥,呢
一字九个方青草头上长太阳踏脚下出名三国上,曹
时装,衿
来人好模样心中暗称意,肖
减肥一月显病容,疤
两只小耳朵,际
音乐声声友人来,朋
一到春天变新貌,替
一动就出血,而
小桥约会人未至,尝
柳枝折送西江畔,溜
一去就掌兵权,师
风里来雨里去一年到头奔前程,稀
山东省阴天有雨,鱼
先品后饮大话不停,吹
步调一致,跻
三思之后始宽心,蕊
有心来日要报恩,人
用手遮住半边脸,捡
环环必相扣个个不落空,瑟
而今三请才露脸,面
一文不取,义
稼轩自传,辩
双手一齐拱频频致敬意逢场有礼貌待人也和气,拜
又得千金,奴
有点声音当注意,典
只差八字没写,嗟
宋字不戴帽不能猜作木,李
开口唱,昌
集中一点,虫
刚刚到手,捕
此木做不得栋梁,柴
告别旧日恋人,个
普遍致富,废
一一称是,足
一侧挂羊头一侧挂狗肉,状
离别之后心牵挂,恼
半册多点,丹
一字生得巧上下可颠倒写了两晚上内容真不少,多
大同小异,买
三三两两有派头,汁
一撇之下,乏
赤壁上下集,圭
如此口角似有醉声,嘴
驱马离去,区
张翰辞官是何缘,鳃
口口不离仁字,倡
合字立马去一口每家每户都会有,人
三三两两话同心,诘
残红映窗前斜雁过东陌,缩
东坡笔下无其事,簸
引人入胜,肚
皇上托孤,百
对方下马说脏话,骂
明日去垂钓,甩
千古牵连一笔勾,乱
屋下一只狗,戾
燕雀南来叫一声,焦
北宋沦亡归谁有,钻
派一人去外围,伟
蟾宫告急,脆
盛名之下大变样,盒
春夜乃不见夫归,一
今时不与旧时同,土
晚去一天,免
明日去合肥,巴
连声应允,哥
苏北冀中,苗
北大荒的地,墨
一点配方,万
天下三分人亦散,卜
触火即燃,然
你猜着一半,倩
动手配钥匙,拈
逐一匹配双双成功,四
双双进入古稀年,辍
知识问答哪都有,口
一点不少一定正确,步
桃李满天下,夥
天夺人愿至此生,些
塞下秋来雁双飞,锉
人结同心留个影,答
为了这两点双方要配合,咖
四周围墙隔大火,烟
优质酒不掺水,酿
他先来我后到,伐
丈夫入上席,渡
横跨水中央,丁
生日端水酒,醒
一半脸儿,甩
用土塑成,朔
十日一携手,捍
千金方到心才安,恕
人在左边,佐
久雨初晴,昨
恻隐之心,则
名君如日至天明,尧
日落西山不见山,晒
穷无力,穴
重赏之下,坝
有点点糟,槽
改变环境,坯
扣下一人重安排,提
内阁首相,格
西汉有王匡,汇
不是一,韭
人生有离合爱心永不变,牵
无言心许,忤
不见露头不出来,杯
千姿百态一一开,伯
小两口哭成一团,器
湖边隐约闻鼓声,古
孤舟悬帆江上横,忠
仇人已除,九
接连合十为布施,舍
英国人说再见中国人行个礼,拜
残云遮月花片片,能
享乐在后,孙
献点爱心心无怨,宛
方木运走一半,速
木以何为本,一
和云伴月不分明,县
孟姜无子女,盖
低消费俭为先,佛
看看两角零钱闻闻芳香一片,芬
东风添翼,飞
有心结合,恰
共有二横猜二不对,其
二十载来多苦辛,辜
西城小住听晨语,尘
排除污水大加称赞,夸
上下而易之,血
二十户,芦
别后撰文,刘
占有江东可称王,一
黄昏前后鸟归来,鹊
又立起双杆,竖
金银耗尽为前情,恨
雄心多一点,仆
案中悬疑先后解,婿
与人为善,食
两点人来可先猜,狄
酒后有错定罚款,醋
一来就是第三,内
有心一定先表态,人
色既是空,赤
此人排行第二,亿
江河横溢,泼
离别东坡起身谢,诗
大小正好有变化,卖
山岳隐隐闻秋声,丘
孙新孙立皆离去,析
转眼又到植树节,置
黯然失色日落去,立
江边一钓客,酒
竹下曲径有人迹,笈
散席之后又重逢,度
北宋消亡南宋立,榇
猜谜已入迷,言
临水而渔,鱼
车油不能掺水,轴
命中没有莫求人,叩
夺取一半,耷
差点点,次
一直帮忙还有错,恼
分裂之前,衣
我去河南说相声,象
山中乡乡变了样,幽
二人歪斜前头走看那样子是个贼,偷
正在杏花下,哗
四连冠,宁
洪水退去人安置,供
一气之下来劲头,氢
黄昏却下潇潇雨,酒
听话音是虚心人,化
边吃边喝边吟既尝试又评论,品
人总有点错误,仪
八口人相聚,谷
有人自大占地为王,一
一声犬吠破门出,润
四方团结朝前奔,胃
离别后近三十天,脑
市长去北京,帐
前头我上得第一,首
西部开发不容缓,隐
何谓添丁,甥
虎头蛇尾要不得,虮
来人入行列张口即叫我,五
一一满足方倾心,匙
一生执教亦潇洒,帅
妇女节得十分,寻
一来二去弱点除,粥
寺庙半隐人栖身,府
看戏又要去听歌,戈
他先拂手而去,佛
见禾脱颖而出,顷
十月十日双十节,明
编竹篮,监
南宋相会秦丞相,桧
半掬花上露,菊
人有百万变轻薄,佻
中国移动人人拥有,往
火上加火更生气,氮
对半对半成对有伴,双
只因用力少质量就不好,劣
天上挂着两残月,丽
线切割加工,红
更改厂名,矽
再度看错三围,网
一个接一个下官紧跟着,管
十二大四中全会,美
损耗未能一下降,毛
一心只图翻个身,总
差点一寸,于
老头子滴酒不沾,酵
圈内人很疲惫,倦
虽脱孩子气依然不活泼,氦
八哥闯进门,阅
赤膊上阵,觥
有心求偶人难寻,愚
用心来调理,样
未来一定美好,人
阶前来个自荐人,隧
不谈甲乙丙,订
不要三等品,晶
左右开弓三尺长,粥
白娘子与小青共存,巽
既来之则安之,兔
有月当头笑声扬,肖
鱿鱼售光,尤
八口人海边洗澡,浴
伟人走了有话说,讳
食物往哪去,响
纵使百变亦有迹,造
一一排查得结果,杏
送走不再见,关
张先生携人去川中,佛
十月十日听潮声,朝
一半功名一半财,贺
看见大姐二姐小姐没看见三姐,奈
一住京中三十载,草
至高无上赤子心,一
来者都不沾油水,邮
讲话算数,说
三人踢球一人卧倒,似
明月隐约天尽头,昼
看似搞调查变相游日本,昧
百无一用心有愧,魄
艺高人有胆,膜
一点樱桃献给君,琼
一衣带水近眉山,滚
一叠一叠人民币,羊
有心在前闲不住把心放下记不住,亡
鲁班的徒子徒孙,杠
一人照顾二人等,寺
大小一一提前到,捺
天冷你咋办,袈
一周多三天,早
刘备连取东西川,剂
泳装错位不大美,漾
两树之间,双
三七不是二十一,舍
负离子,了
拧开盖子敲一敲,打
没点良心岂能恳切,恨
少夫人,二
小窗孤雁斜柳,畛
一个篱笆三个桩,州
叶萌百亩干可十围,柜
我到河南真开心,象
有水就有生命,舌
一知半解得十分,短
半数朋友又离去,有
一下降低成本,未
说一是一说二是二,乙
内容虽变还是条虫,蜗
上乘之作实不多,乏
若有人来十分好,封
酒干客散独念伊,一
一丈方圆,更
天下之大堪称奇,一
半载春秋琴音中,秦
一分为二看是非,丰
清如水明如月,晴
改变旧貌争第一,甲
我离开河南,象
兼听则明,总
端午前后,辛
献点爱心得后福,富
差一点到上海,渥
指头触电有何感觉,摩
但闻左右尽歌声,戬
想法落后,湘
一一难舍手足情,提
一方大打出手,奇
妇女解放翻了身,山
早晚晨昏时时见,日
组合木床,麻
荒山荒丘不再荒,岳
汗水流尽,干
男人占多数,妙
人言不可信,认
书声乐声和鼓声,股
贵贱都有份,贝
七日谈,调
加加减减又不对,封
氧化氢,泉
棺前不会放悲声,杯
不见点点秋意存,钻
加劲劳动个个有份,力
人一去就是三个星期,借
双方见面称兄台,允
一去就出丑,生
围墙全部拆除,韦
七十二变,辆
染毒之后人形改,梅
首付一万多一点,仿
上面干在前下面并肩干,弄
十分服帖,衬
回来方得团圆,财
与君相伴不孤单,羊
一日黄花,鲁
长大必成美女,姜
言出滑稽又可笑,皆
胡汉三隐姓改名,泽
大材小用无材用,尖
火速回来过中秋,种
城头一片明月光,旺
一去无踪影,查
古稀方得子,轲
听声音不熟,生
边谈边品可赏心,语
不露头不闻悲声,杯
未见其人,佯
走了魔头跑了小鬼,林
听得净是孩子声,竟
差十分得大奖,将
既来之心安之,慨
上诉无果,皓
日复一日光彩照人,晶
连日不雨,青
集体改编,椎
中国一绝,帼
一时半刻,孩
九九八十一天,楂
用人纳言总不疑,信
哑谜,迷
落点不差,艮
女真侵宋分南北,案
分辨无言有瓜葛,瓣
少生为妙,女
苏州姑娘,娱
站在前边想在后边说在中间藏在脑间,意
老赶不走,旱
减一就不对,韭
来日是春天,奏
实在不愿意看,觑
这个变化真不小,大
选修妇科,倭
犹如丫丫翻了身,从
不退洪水不罢休,共
又生一计,译
未来大好,美
又来才对,寸
出风头得苦头,艾
来人一定要小心,仃
一错连三错人还挺快活,爽
没心情见人,倩
是念上声,士
十分得体,射
一直是大县,套
坐月子坐成个胖子,半
圣诞节后人未别,译
有如山间听雨声,谷
这一点前所未有,斥
心有点大,态
真通未来,兰
元旦三日游台北,允
喜欢听音乐,悦
对人要真心不二,丛
一被否定唾沫四溅,呸
有人扶便得,更
本人退休,一
减肥之后心不恼,脑
劳力不够要主动,莹
抛出东西诱人来,仇
水流成瀑,暴
显然有变化,哑
街前街后都叫棒,行
日日雨不断,雷
满心欢喜,兑
矮脚虎,瑛
山东日出,鱼
广东音乐,粤
前头不见有人来,俞
细微变化,累
丰收一到有看头,拜
携手住一处,乃
一人一口一条心,恰
一官半职,耳
却是旧时相识,做
一对枕头放床前,麻
帮扶有重点,挟
秧田长草没田禾,英
调查结果不公开,昧
天晓得,智
言而有诈心发慌,荒
偏听偏信,唁
打一比方,琨
雄心人人有,众
充耳不闻,龙
两点有人来,火
携手上电大,掩
一到天已黑,喑
点点滴滴不放过,逑
备酒杀鸡独享用,淳
个个生得笨,本
自己人,俄
西湖灯火灭,汀
俩人侍一主,往
有蛇要小心一点,导
南北携手合作,拿
忙把心放下,忘
谓之男儿排行第四,丁
摄影竞赛,揩
不要出丑,物
里方外圆,回
果木砍伐山形变,画
得天时有人和,二
有人发出不平声,厂
一点兴奋,几
大褂不要补,奎
孩子被弃无人认,该
上元景色入画中,鲁
一人归来方从命,叩
百花园里百花开,元
桌椅箱柜样样有,木
用真心待人,奉
南方男子,灯
一方传来发笑声,肃
少点良心成积怨,恨
多多合作,罗
有米就来,一
霉雨时节,每
清明节前后,晴
猜字对一半,狩
一人投命,叩
向左边一直走,句
人在山西住一生,催
黄昏无酒辞上客,洛
同心结义,吝
一人作美齐颂扬,羊
和人并头干,金
站在一边请勿多言,靖
有女可爱以手抚之,无
重复出现,山
理解万岁,里
起风即飘,票
闲时出门看日落,村
高层变旧貌,届
说一声是心声,意
清明前后来分田,湖
西湖一直觅知音,汁
小女争先连称妙,秒
一下变三等,内
前功尽弃重新办理,为
有米要果腹有衣能御寒,需
一贯为人不小气,大
人如有缘姻缘终成,一
如同大团结,姻
移走西边少多半,夕
十分工整,正
其中另有变化,吾
初见端倪,位
曰字加竖不加点,神
接送姑娘,拉
人口增加,估
是儿是女全都行,好
佣人一去不归来,甭
一去无音讯,查
老丑一去无常跑,西
专人联系,传
伟人离去心不忍,韧
一下露出本相,未
见圣上谁也不吱声,耳
人才调配有方,和
好吃,呵
安心就悠然,攸
一个踩高跷一人站着瞧,价
又在左边又在右边只要成对绝不单干,双
有口则鸣,鸟
格格变得太伤感,哭
言而无诈终放心,怎
摆手告别,罢
湖光水月听鼓声,古
是马不象马像牛不是牛,午
